"Frequency Hz","Response db"
275725.0,-92.33671
276724.0,-93.76336
277723.0,-90.188221
278722.0,-91.264535
279721.0,-90.188171
280720.0,-92.336585
281719.0,-91.001171
282718.0,-92.336535
283717.0,-91.001121
284716.0,-91.001096
285715.0,-90.188021
286714.0,-92.336435
287713.0,-91.26431
288712.0,-90.187946
289711.0,-91.26426
290710.0,-90.187896
291709.0,-90.187871
292708.0,-91.264185
293707.0,-91.26416
294706.0,-90.187796
295705.0,-90.187771
296704.0,-90.187746
297703.0,-91.000771
298702.0,-91.264035
299701.0,-92.33611
300700.0,-90.187646
301699.0,-91.000671
302698.0,-92.336035
303697.0,-90.187571
304696.0,-91.263885
305695.0,-90.187521
306694.0,-92.335935
307693.0,-90.187471
308692.0,-91.000495
309691.0,-91.26376
310690.0,-91.691255
311689.0,-90.187374
312688.0,-91.0004
313687.0,-90.187328
314686.0,-90.187305
315685.0,-89.155087
316684.0,-90.187259
317683.0,-90.187235
318682.0,-90.187212
319681.0,-89.782903
320680.0,-90.187166
321679.0,-91.000193
322678.0,-89.154925
323677.0,-90.187097
324676.0,-90.187074
325675.0,-90.187051
326674.0,-89.782741
327673.0,-89.325143
328672.0,-91.000031
329671.0,-90.186959
330670.0,-90.999985
331669.0,-91.263251
332668.0,-89.782603
333667.0,-89.154672
334666.0,-90.999893
335665.0,-90.18682
336664.0,-90.186797
337663.0,-89.782488
338662.0,-90.999801
339661.0,-90.999777
340660.0,-90.186705
341659.0,-89.154487
342658.0,-90.999708
343657.0,-90.999685
344656.0,-90.999662
345655.0,-89.154395
346654.0,-90.186567
347653.0,-90.999593
348652.0,-89.782234
349651.0,-90.999547
350650.0,-90.999524
351649.0,-90.186451
352648.0,-90.186428
353647.0,-90.186405
354646.0,-90.186382
355645.0,-90.186359
356644.0,-92.334775
357643.0,-89.154118
358642.0,-88.679849
359641.0,-89.78198
360640.0,-90.186244
361639.0,-89.781934
362638.0,-90.186198
363637.0,-89.15398
364636.0,-89.153957
365635.0,-89.324267
366634.0,-89.781819
367633.0,-89.153888
368632.0,-89.781773
369631.0,-89.153841
370630.0,-89.153818
371629.0,-88.679549
372628.0,-89.781681
373627.0,-88.460484
374626.0,-89.781634
375625.0,-88.679457
376624.0,-88.460415
377623.0,-89.153657
378622.0,-89.781542
379621.0,-88.184511
380620.0,-89.153588
381619.0,-89.153565
382618.0,-89.153542
383617.0,-89.153519
384616.0,-89.781404
385615.0,-89.153473
386614.0,-89.153449
387613.0,-89.153426
388612.0,-89.153403
389611.0,-89.15338
390610.0,-89.153357
391609.0,-89.781242
392608.0,-88.460046
393607.0,-89.153288
394606.0,-90.998509
395605.0,-89.78115
396604.0,-89.153219
397603.0,-89.323529
398602.0,-89.323506
399601.0,-89.15315
400600.0,-89.781035
401599.0,-88.678857
402598.0,-88.678834
403597.0,-90.185252
404596.0,-89.780943
405595.0,-89.153011
406594.0,-89.780897
407593.0,-89.780874
408592.0,-88.183842
409591.0,-88.183819
410590.0,-88.67865
411589.0,-89.152875
412588.0,-89.780762
413587.0,-89.152832
414586.0,-89.152811
415585.0,-89.780698
416584.0,-88.678522
417583.0,-88.183647
418582.0,-89.152726
419581.0,-89.780612
420580.0,-89.152683
421579.0,-90.184856
422578.0,-88.18354
423577.0,-88.678372
424576.0,-89.152597
425575.0,-88.183476
426574.0,-89.152555
427573.0,-89.152533
428572.0,-90.184707
429571.0,-89.15249
430570.0,-89.152469
431569.0,-89.152448
432568.0,-88.183326
433567.0,-89.152405
434566.0,-88.183283
435565.0,-89.780271
436564.0,-89.780249
437563.0,-88.183219
438562.0,-88.183198
439561.0,-89.152277
440560.0,-89.152255
441559.0,-89.152234
442558.0,-89.152213
443557.0,-89.152191
444556.0,-89.15217
445555.0,-87.619865
446554.0,-90.184322
447553.0,-87.619822
448552.0,-88.182984
449551.0,-88.182963
450550.0,-89.152042
451549.0,-88.18292
452548.0,-89.151999
453547.0,-87.619694
454546.0,-88.182856
455545.0,-88.182835
456544.0,-89.151913
457543.0,-89.151892
458542.0,-88.182771
459541.0,-88.677603
460540.0,-89.151828
461539.0,-88.458542
462538.0,-88.182685
463537.0,-87.61948
464536.0,-88.182642
465535.0,-88.182621
466534.0,-88.1826
467533.0,-88.458413
468532.0,-88.182557
469531.0,-88.182536
470530.0,-89.151614
471529.0,-88.182493
472528.0,-88.182471
473527.0,-88.18245
474526.0,-89.151529
475525.0,-89.151507
476524.0,-88.67724
477523.0,-87.280598
478522.0,-87.61916
479521.0,-87.619138
480520.0,-87.619117
481519.0,-88.182279
482518.0,-89.151358
483517.0,-88.182236
484516.0,-88.45805
485515.0,-87.61901
486514.0,-88.182172
487513.0,-87.618967
488512.0,-88.18213
489511.0,-87.618925
490510.0,-87.017031
491509.0,-87.618882
492508.0,-87.61886
493507.0,-89.151123
494506.0,-89.151101
495505.0,-87.618796
496504.0,-87.618775
497503.0,-87.677842
498502.0,-88.181916
499501.0,-88.181894
500000.0,-88.181884
500500.0,-88.457708
501499.0,-88.457687
502498.0,-88.457666
503497.0,-88.181809
504496.0,-89.150888
505495.0,-88.181766
506494.0,-89.150845
507493.0,-88.457559
508492.0,-88.457537
509491.0,-88.457516
510490.0,-88.457495
511489.0,-87.618464
512488.0,-89.150737
513487.0,-87.618441
514486.0,-89.150713
515485.0,-90.182896
516484.0,-89.15069
517483.0,-88.457413
518482.0,-89.150666
519481.0,-89.150655
520480.0,-90.182838
521479.0,-87.016475
522478.0,-88.181519
523477.0,-89.150608
524476.0,-88.457331
525475.0,-88.45732
526474.0,-89.150573
527473.0,-89.150561
528472.0,-88.457285
529471.0,-89.320871
530470.0,-88.457261
531469.0,-90.182709
532468.0,-88.181403
533467.0,-88.457226
534466.0,-89.320813
535465.0,-89.320801
536464.0,-88.457191
537463.0,-89.150444
538462.0,-89.150433
539461.0,-88.457156
540460.0,-87.618125
541459.0,-89.150398
542458.0,-89.320719
543457.0,-89.320708
544456.0,-88.457098
545455.0,-89.150351
546454.0,-89.150339
547453.0,-88.457062
548452.0,-88.457051
549451.0,-88.457039
549500.0,-88.457039
550450.0,-89.150292
551449.0,-88.457016
552448.0,-88.457004
553447.0,-88.456992
554446.0,-88.456981
555445.0,-89.320567
556444.0,-89.150222
557443.0,-88.456946
558442.0,-89.320532
559441.0,-90.182382
560440.0,-90.18237
561439.0,-89.320497
562438.0,-88.456887
563437.0,-88.456875
564436.0,-89.320462
565435.0,-89.32045
566434.0,-89.320439
567433.0,-90.182288
568432.0,-89.320415
569431.0,-89.15007
570430.0,-89.320392
571429.0,-89.32038
572428.0,-89.320369
573427.0,-89.320357
574426.0,-89.320345
575425.0,-89.320333
576424.0,-89.320322
577423.0,-90.182172
578422.0,-90.18216
579421.0,-90.182148
580420.0,-90.182136
581419.0,-89.14993
582418.0,-90.182113
583417.0,-90.182101
584416.0,-91.258429
585415.0,-90.182078
586414.0,-89.320205
587413.0,-89.320193
588412.0,-90.182043
589411.0,-91.25837
590410.0,-90.18202
591409.0,-90.182008
592408.0,-90.181996
593407.0,-89.320123
594406.0,-91.258312
595405.0,-90.181961
596404.0,-91.258288
597403.0,-90.181938
598402.0,-91.258265
599000.0,-90.181919
599401.0,-91.258253
600400.0,-90.181903
601399.0,-90.181891
602398.0,-92.330318
603397.0,-90.181868
604396.0,-90.994905
605395.0,-90.181844
606394.0,-91.258171
607393.0,-90.99487
608392.0,-91.258148
609391.0,-91.258136
610390.0,-91.258125
611389.0,-92.330205
612388.0,-91.258085
613387.0,-90.181725
614386.0,-91.258043
615385.0,-92.330123
616384.0,-90.181663
617383.0,-91.257982
618382.0,-91.257961
619381.0,-92.33004
620380.0,-91.25792
621379.0,-91.257899
622378.0,-91.257878
623377.0,-90.994568
624376.0,-91.257837
625375.0,-90.181478
626374.0,-91.257796
627373.0,-92.329875
628372.0,-92.329854
629371.0,-92.329834
630370.0,-93.298913
631369.0,-91.257693
632368.0,-90.994383
633367.0,-90.994362
634366.0,-91.257631
635365.0,-93.756385
636364.0,-92.329689
637363.0,-92.329669
638362.0,-90.18121
639361.0,-92.329628
640360.0,-92.329607
641359.0,-91.257487
642358.0,-90.994177
643357.0,-92.329545
644356.0,-90.994135
645355.0,-90.994115
646354.0,-92.329483
647353.0,-93.756138
648352.0,-92.329442
648500.0,-90.99405
649351.0,-91.684841
650350.0,-92.329401
651349.0,-93.756055
652348.0,-92.329359
653347.0,-93.298439
654346.0,-92.329318
655345.0,-92.329297
656344.0,-92.329277
657343.0,-91.257157
658342.0,-92.329236
659341.0,-92.329215
660340.0,-90.993805
661339.0,-93.298274
662338.0,-92.329153
663337.0,-90.993743
664336.0,-92.329112
665335.0,-92.329091
666334.0,-90.993682
667333.0,-91.68447
668332.0,-91.684449
669331.0,-92.329009
670330.0,-93.298088
671329.0,-94.003878
672328.0,-94.003858
673327.0,-93.298026
674326.0,-91.684326
675325.0,-93.297985
676324.0,-92.328864
677323.0,-91.684264
678322.0,-90.993434
679321.0,-93.297903
680320.0,-92.328782
681319.0,-91.684181
682318.0,-93.297841
683317.0,-92.32872
684316.0,-90.99331
685315.0,-92.328679
686314.0,-90.993269
687313.0,-92.328638
688312.0,-93.297717
689311.0,-92.328596
690310.0,-90.287376
691309.0,-90.993166
692308.0,-90.993145
693307.0,-92.328514
694306.0,-93.297593
695305.0,-90.993083
696304.0,-90.993063
697303.0,-92.158098
698000.0,-92.158083
698302.0,-93.297511
699301.0,-90.993001
700300.0,-91.68379
701299.0,-92.328349
702298.0,-91.683748
703297.0,-91.683728
704296.0,-91.683707
705295.0,-92.157933
706294.0,-91.683666
707293.0,-93.297325
708292.0,-90.992815
709291.0,-92.328184
710290.0,-91.683583
711289.0,-91.683572
712288.0,-94.003056
713287.0,-93.297239
714286.0,-91.683553
715285.0,-90.992737
716284.0,-92.32812
717283.0,-93.297214
718282.0,-91.683527
719281.0,-91.683521
720280.0,-91.683514
721279.0,-91.683508
722278.0,-91.683502
723277.0,-91.683495
724276.0,-91.683489
725275.0,-92.328062
726274.0,-91.683476
727273.0,-91.68347
728272.0,-92.328043
729271.0,-90.992648
730270.0,-92.32803
731269.0,-91.683444
732268.0,-90.6254
733267.0,-93.297111
734266.0,-92.157671
735265.0,-93.297098
736264.0,-91.683412
737263.0,-91.683406
738262.0,-91.683399
739261.0,-91.683393
740260.0,-94.002877
741259.0,-92.157627
742258.0,-92.15762
743257.0,-91.683367
744256.0,-91.683361
745255.0,-92.157601
746254.0,-93.297028
747253.0,-90.625304
747500.0,-93.29702
748252.0,-91.683335
749251.0,-91.683329
750250.0,-91.683323
751249.0,-91.683316
752248.0,-90.28669
753247.0,-91.683303
754246.0,-91.683297
755245.0,-91.683291
756244.0,-91.683284
757243.0,-90.992469
758242.0,-91.683271
759241.0,-91.683265
760240.0,-93.296939
761239.0,-89.775107
762238.0,-91.683246
763237.0,-91.683239
764236.0,-93.296913
765235.0,-91.683227
766234.0,-92.157467
767233.0,-92.327794
768232.0,-91.683207
769231.0,-91.683201
770230.0,-91.683195
771229.0,-91.683188
772228.0,-92.157428
773227.0,-92.157422
774226.0,-90.99236
775225.0,-92.157409
776224.0,-91.683156
777223.0,-91.68315
778222.0,-91.683143
779221.0,-93.296817
780220.0,-91.683131
781219.0,-90.992315
782218.0,-90.992309
783217.0,-91.683112
784216.0,-90.625068
785215.0,-90.99229
786214.0,-94.002583
787213.0,-91.683086
788212.0,-90.99227
789211.0,-91.683073
790210.0,-91.683067
791209.0,-92.32764
792208.0,-90.992245
793207.0,-90.992238
794206.0,-91.683041
795205.0,-91.683035
796204.0,-92.157275
797000.0,-91.683023
797203.0,-91.683022
798202.0,-91.683016
799201.0,-91.683009
800200.0,-92.327583
801199.0,-90.992187
802198.0,-90.28637
803197.0,-90.992174
804196.0,-89.774832
805195.0,-90.286351
806194.0,-91.682964
807193.0,-92.327538
808192.0,-93.296632
809191.0,-91.682945
810190.0,-91.682939
811189.0,-90.992116
812188.0,-91.682904
813187.0,-90.992073
814186.0,-90.992052
815185.0,-91.682839
816184.0,-90.992008
817183.0,-91.682796
818182.0,-90.991965
819181.0,-91.682753
820180.0,-90.178873
821179.0,-92.32729
822178.0,-91.682688
823177.0,-91.682667
824176.0,-92.327225
825175.0,-90.991814
826174.0,-90.991793
827173.0,-92.32716
828172.0,-91.682559
829171.0,-90.991728
830170.0,-92.327096
831169.0,-92.327074
832168.0,-93.296153
833167.0,-91.682451
834166.0,-89.774284
835165.0,-91.682408
836164.0,-93.296067
837163.0,-93.296045
838162.0,-90.285723
839161.0,-90.991513
840160.0,-92.32688
841159.0,-93.753534
842158.0,-93.295937
843157.0,-90.991426
844156.0,-92.326794
845155.0,-92.326772
846154.0,-93.295851
846500.0,-91.682163
847153.0,-93.295829
848152.0,-91.682128
849151.0,-93.295786
850150.0,-95.166631
851149.0,-93.295743
852148.0,-93.295722
853147.0,-91.68202
854146.0,-93.295678
855145.0,-91.681977
856144.0,-95.166502
857143.0,-93.295614
858142.0,-93.295592
859141.0,-91.681891
860140.0,-94.00136
861139.0,-92.326427
862138.0,-93.295506
863137.0,-95.166351
864136.0,-93.295463
865135.0,-93.295441
866134.0,-92.32632
867133.0,-91.681718
868132.0,-93.295377
869131.0,-94.001166
870130.0,-93.295334
871129.0,-95.166178
872128.0,-93.29529
873127.0,-91.681589
874126.0,-96.305547
875125.0,-94.001037
876124.0,-93.295204
877123.0,-93.295183
878122.0,-94.000972
879121.0,-96.30544
880120.0,-94.000929
881119.0,-93.295096
882118.0,-94.000886
883117.0,-93.295053
884116.0,-93.295032
885115.0,-92.155577
886114.0,-94.000799
887113.0,-93.294967
888112.0,-93.294946
889111.0,-93.294924
890110.0,-95.165769
891109.0,-91.681201
892108.0,-94.00067
893107.0,-94.000649
894106.0,-95.165683
895105.0,-92.155361
896000.0,-93.294775
896104.0,-92.325673
897103.0,-91.681072
898102.0,-92.155297
899101.0,-94.000519
900100.0,-93.294687
901099.0,-93.294665
902098.0,-93.294644
903097.0,-91.680942
904096.0,-91.680921
905095.0,-93.294579
906094.0,-93.294558
907093.0,-93.294536
908092.0,-95.165381
909091.0,-94.000304
910090.0,-93.294471
911089.0,-94.000264
912088.0,-92.155012
913087.0,-93.294438
914086.0,-91.68075
915085.0,-94.000233
916084.0,-93.294415
917083.0,-94.000218
918082.0,-93.294399
919081.0,-93.294392
920080.0,-94.000195
921079.0,-91.680696
922078.0,-94.000179
923077.0,-93.294361
924076.0,-91.680673
925075.0,-94.000156
926074.0,-92.325237
927073.0,-92.32523
928072.0,-93.294322
929071.0,-93.294314
930070.0,-93.294306
931069.0,-91.680619
932068.0,-92.325191
933067.0,-94.000094
934066.0,-92.154842
935065.0,-94.000078
936064.0,-94.000071
937063.0,-92.154819
938062.0,-93.294244
939061.0,-94.000047
940060.0,-92.154795
941059.0,-92.154788
942058.0,-93.294214
943057.0,-94.000017
944056.0,-91.680518
945055.0,-92.154757
945500.0,-92.154753
946054.0,-93.999993
947053.0,-92.325075
948052.0,-93.999978
949051.0,-92.154726
950050.0,-93.999962
951049.0,-92.15471
952048.0,-91.680456
953047.0,-93.999939
954046.0,-93.999931
955045.0,-93.294113
956044.0,-93.999916
957043.0,-92.154664
958042.0,-93.9999
959041.0,-93.999893
960040.0,-93.294074
961039.0,-93.294066
962038.0,-93.294059
963037.0,-93.999862
964036.0,-93.999854
965035.0,-93.999846
966034.0,-92.324928
967033.0,-93.999831
968032.0,-93.999823
969031.0,-93.294004
970030.0,-93.999807
971029.0,-93.9998
972028.0,-92.154548
973027.0,-92.15454
974026.0,-92.154532
975025.0,-93.999769
976024.0,-93.29395
977023.0,-92.154509
978022.0,-94.263035
979021.0,-93.999738
980020.0,-93.293919
981019.0,-93.999722
982018.0,-93.999715
983017.0,-93.999707
984016.0,-93.999699
985015.0,-92.154447
986014.0,-93.999684
987013.0,-93.293865
988012.0,-90.989368
989011.0,-93.99966
990010.0,-92.154408
991009.0,-93.999645
992008.0,-92.154393
993007.0,-92.154385
994006.0,-93.293811
995000.0,-93.293803
995005.0,-92.15437
996004.0,-90.74107
997003.0,-93.999598
998002.0,-93.29378
999001.0,-92.154339
1044500.0,-93.293246
1094000.0,-92.153174
1143500.0,-93.997806
1193000.0,-93.997209
1242500.0,-96.301081
1292000.0,-96.300453
1341500.0,-97.26886
1391000.0,-99.309325
1440500.0,-99.308799
1490000.0,-96.298119
1539500.0,-97.266677
1589000.0,-99.307211
1638500.0,-97.265396
1688000.0,-99.306023
1737500.0,-99.305473
1787000.0,-106.294645
1836500.0,-106.294072
1886000.0,-106.293452
1935500.0,-112.313528
1985000.0,-106.292507
2034500.0,-106.292019
2084000.0,-106.291454
2133500.0,-99.301217
2183000.0,-106.290417
2232500.0,-100.269299
2282000.0,-96.746931
2331500.0,-100.26821
2381000.0,-94.24706
2430500.0,-96.74536
2480000.0,-93.982951
2529500.0,-96.287054
2579000.0,-92.136858
2628500.0,-92.136361
2678000.0,-90.603508
2727500.0,-90.602989
2777000.0,-90.264001
2826500.0,-89.294449
2876000.0,-90.720554
2925500.0,-89.0403
2975000.0,-87.95759
3024500.0,-86.739894
3074000.0,-87.956935
3123500.0,-86.111309
3173000.0,-85.906683
3222500.0,-86.109982
3272000.0,-86.109604
3321500.0,-84.576908
3371000.0,-84.432029
3420500.0,-84.237187
3470000.0,-83.773774
3519500.0,-83.267279
3569000.0,-82.45714
3618500.0,-83.605299
3668000.0,-82.456327
3717500.0,-82.043527
3767000.0,-81.788496
3816500.0,-81.432138
3866000.0,-81.431776
3915500.0,-80.846158
3965000.0,-80.959252
4014500.0,-80.958879
4064000.0,-80.509739
4113500.0,-79.988747
4163000.0,-79.988402
4212500.0,-79.877082
4262000.0,-79.486335
4311500.0,-79.485906
4361000.0,-78.749922
4410500.0,-78.402196
4460000.0,-78.650084
4509500.0,-77.982442
4559000.0,-78.066649
4608500.0,-77.6649
4658000.0,-77.43131
4707500.0,-77.27484
4757000.0,-77.060683
4806500.0,-76.836684
4856000.0,-76.493564
4905500.0,-76.49311
4955000.0,-76.698911
5004500.0,-75.898749
5054000.0,-75.582842
5103500.0,-75.646076
5153000.0,-75.702499
5202500.0,-75.16091
5252000.0,-74.927502
5301500.0,-74.872981
5351000.0,-74.648279
5400500.0,-74.428975
5450000.0,-74.261168
5499500.0,-74.005601
5549000.0,-73.800894
5598500.0,-73.600599
5648000.0,-73.600195
5697500.0,-72.943451
5747000.0,-73.171463
5796500.0,-72.802982
5846000.0,-72.624067
5895500.0,-72.584488
5945000.0,-72.240297
5994500.0,-72.072752
6044000.0,-71.871798
6093500.0,-71.711713
6143000.0,-71.711446
6192500.0,-71.432003
6242000.0,-71.064329
6291500.0,-71.278037
6341000.0,-70.80463
6390500.0,-70.740349
6440000.0,-70.599619
6489500.0,-70.324814
6539000.0,-70.324584
6588500.0,-70.057712
6638000.0,-69.897733
6687500.0,-69.769653
6737000.0,-69.643276
6786500.0,-69.368238
6836000.0,-69.299812
6885500.0,-69.128448
6935000.0,-68.920075
6984500.0,-68.755249
7034000.0,-68.642785
7083500.0,-68.616012
7133000.0,-68.313302
7182500.0,-68.205894
7232000.0,-68.076553
7281500.0,-67.846246
7331000.0,-67.767512
7380500.0,-67.644268
7430000.0,-67.305719
7479500.0,-67.32832
7529000.0,-67.187296
7578500.0,-67.023645
7628000.0,-66.81906
7677500.0,-66.660633
7727000.0,-66.660319
7776500.0,-66.443768
7826000.0,-66.272321
7875500.0,-66.18775
7925000.0,-66.001678
7974500.0,-65.899666
8024000.0,-65.659164
8073500.0,-65.48344
8123000.0,-65.48295
8172500.0,-65.329372
8222000.0,-65.235088
8271500.0,-65.012156
8321000.0,-64.993809
8370500.0,-64.84863
8420000.0,-64.618138
8469500.0,-64.479127
8519000.0,-64.325648
8568500.0,-64.325286
8618000.0,-64.174152
8667500.0,-64.041979
8717000.0,-63.879251
8766500.0,-63.798324
8816000.0,-63.609616
8865500.0,-63.485697
8915000.0,-63.408444
8964500.0,-63.153253
9014000.0,-63.109103
9063500.0,-62.962284
9113000.0,-62.84721
9162500.0,-62.704328
9212000.0,-62.55221
9261500.0,-62.468485
9311000.0,-62.292285
9360500.0,-62.119552
9410000.0,-62.067211
9459500.0,-61.935804
9509000.0,-61.783691
9558500.0,-61.670069
9608000.0,-61.571361
9657500.0,-61.473566
9707000.0,-61.316113
9756500.0,-61.148423
9806000.0,-60.98349
9855500.0,-60.847002
9905000.0,-60.789118
9954500.0,-60.643378
10004000.0,-60.50008
10053500.0,-60.359104
10103000.0,-60.262271
10152500.0,-60.154368
10202000.0,-59.990037
10251500.0,-59.925452
10301000.0,-59.702447
10350500.0,-59.651141
10400000.0,-59.484615
10449500.0,-59.384892
10499000.0,-59.297621
10548500.0,-59.13763
10598000.0,-59.089302
10647500.0,-58.957462
10697000.0,-58.803284
10746500.0,-58.675557
10796000.0,-58.549673
10845500.0,-58.470239
10895000.0,-58.313837
10944500.0,-58.203592
10994000.0,-58.051696
11043500.0,-57.965587
11093000.0,-57.827868
11142500.0,-57.702132
11192000.0,-57.558134
11241500.0,-57.476242
11291000.0,-57.336026
11340500.0,-57.227054
11390000.0,-57.119432
11439500.0,-56.984673
11489000.0,-56.879518
11538500.0,-56.803051
11588000.0,-56.67272
11637500.0,-56.534349
11687000.0,-56.39822
11736500.0,-56.299776
11786000.0,-56.176709
11835500.0,-56.080459
11885000.0,-55.975275
11934500.0,-55.871086
11984000.0,-55.729389
12033500.0,-55.594446
12083000.0,-55.504188
12132500.0,-55.414819
12182000.0,-55.303453
12231500.0,-55.219539
12281000.0,-55.100984
12330500.0,-54.940247
12380000.0,-54.846757
12429500.0,-54.744774
12479000.0,-54.632481
12528500.0,-54.530738
12578000.0,-54.411147
12627500.0,-54.282138
12677000.0,-54.194674
12726500.0,-54.079299
12776000.0,-53.973961
12825500.0,-53.860846
12875000.0,-53.75827
12924500.0,-53.666354
12974000.0,-53.556787
13023500.0,-53.439346
13073000.0,-53.341078
13122500.0,-53.226268
13172000.0,-53.104569
13221500.0,-53.018313
13271000.0,-52.907191
13320500.0,-52.78938
13370000.0,-52.680627
13419500.0,-52.5815
13469000.0,-52.459347
13518500.0,-52.369712
13568000.0,-52.243232
13617500.0,-52.163753
13667000.0,-52.038388
13716500.0,-51.922829
13766000.0,-51.816865
13815500.0,-51.740627
13865000.0,-51.626354
13914500.0,-51.515602
13964000.0,-51.398296
14013500.0,-51.303842
14063000.0,-51.197156
14112500.0,-51.075811
14162000.0,-50.979306
14211500.0,-50.872864
14261000.0,-50.757951
14310500.0,-50.65346
14360000.0,-50.54585
14409500.0,-50.431829
14459000.0,-50.346133
14508500.0,-50.215244
14558000.0,-50.123792
14607500.0,-50.01436
14657000.0,-49.894919
14706500.0,-49.798563
14756000.0,-49.685135
14805500.0,-49.598283
14855000.0,-49.487016
14904500.0,-49.376869
14954000.0,-49.257718
15003500.0,-49.166874
15053000.0,-49.059831
15102500.0,-48.946721
15152000.0,-48.844192
15201500.0,-48.740358
15251000.0,-48.644575
15300500.0,-48.535724
15350000.0,-48.436829
15399500.0,-48.338758
15449000.0,-48.219096
15498500.0,-48.121233
15548000.0,-48.010686
15597500.0,-47.917503
15647000.0,-47.80913
15696500.0,-47.716721
15746000.0,-47.603686
15795500.0,-47.491492
15845000.0,-47.395335
15894500.0,-47.298273
15944000.0,-47.189873
15993500.0,-47.089149
16043000.0,-46.995691
16092500.0,-46.889552
16142000.0,-46.785156
16191500.0,-46.687685
16241000.0,-46.584588
16290500.0,-46.494918
16340000.0,-46.393329
16389500.0,-46.292784
16439000.0,-46.205311
16488500.0,-46.100238
16538000.0,-46.001921
16587500.0,-45.898451
16637000.0,-45.807208
16686500.0,-45.704844
16736000.0,-45.614706
16785500.0,-45.518911
16835000.0,-45.424475
16884500.0,-45.32492
16934000.0,-45.22615
16983500.0,-45.127243
17033000.0,-45.028915
17082500.0,-44.93663
17132000.0,-44.845025
17181500.0,-44.747588
17231000.0,-44.657672
17280500.0,-44.567088
17330000.0,-44.476999
17379500.0,-44.377381
17429000.0,-44.282677
17478500.0,-44.194075
17528000.0,-44.10445
17577500.0,-44.016683
17627000.0,-43.92398
17676500.0,-43.829323
17726000.0,-43.734876
17775500.0,-43.647775
17825000.0,-43.555779
17874500.0,-43.464331
17924000.0,-43.371524
17973500.0,-43.276018
18023000.0,-43.184391
18072500.0,-43.099499
18122000.0,-43.010682
18171500.0,-42.915342
18221000.0,-42.831645
18270500.0,-42.737056
18320000.0,-42.650915
18369500.0,-42.563039
18419000.0,-42.467832
18468500.0,-42.381069
18518000.0,-42.294939
18567500.0,-42.201325
18617000.0,-42.113126
18666500.0,-42.025475
18716000.0,-41.931071
18765500.0,-41.846508
18815000.0,-41.759998
18864500.0,-41.666667
18914000.0,-41.58991
18963500.0,-41.503999
19013000.0,-41.411766
19062500.0,-41.321742
19112000.0,-41.243
19161500.0,-41.150817
19211000.0,-41.063494
19260500.0,-40.982592
19310000.0,-40.895732
19359500.0,-40.810906
19409000.0,-40.723545
19458500.0,-40.645226
19508000.0,-40.558446
19557500.0,-40.473101
19607000.0,-40.387797
19656500.0,-40.301451
19706000.0,-40.216213
19755500.0,-40.138129
19805000.0,-40.055899
19854500.0,-39.973578
19904000.0,-39.887123
19953500.0,-39.803165
20003000.0,-39.723557
20052500.0,-39.639819
20102000.0,-39.552925
20151500.0,-39.477328
20201000.0,-39.395713
20250500.0,-39.310021
20300000.0,-39.228722
20349500.0,-39.151328
20399000.0,-39.067039
20448500.0,-38.982794
20498000.0,-38.902372
20547500.0,-38.822325
20597000.0,-38.742931
20646500.0,-38.663068
20696000.0,-38.58008
20745500.0,-38.501634
20795000.0,-38.418251
20844500.0,-38.338998
20894000.0,-38.256616
20943500.0,-38.177445
20993000.0,-38.09516
21042500.0,-38.016026
21092000.0,-37.930151
21141500.0,-37.850834
21191000.0,-37.768053
21240500.0,-37.685206
21290000.0,-37.605441
21339500.0,-37.522048
21389000.0,-37.438473
21438500.0,-37.354745
21488000.0,-37.273299
21537500.0,-37.188514
21587000.0,-37.103218
21636500.0,-37.017972
21686000.0,-36.92936
21735500.0,-36.842898
21785000.0,-36.758678
21834500.0,-36.66834
21884000.0,-36.579612
21933500.0,-36.495351
21983000.0,-36.413661
22032500.0,-36.321664
22082000.0,-36.232538
22131500.0,-36.150571
22181000.0,-36.061109
22230500.0,-35.979017
22280000.0,-35.893452
22329500.0,-35.809202
22379000.0,-35.728884
22428500.0,-35.648434
22478000.0,-35.571602
22527500.0,-35.487477
22577000.0,-35.40949
22626500.0,-35.3274
22676000.0,-35.247506
22725500.0,-35.16986
22775000.0,-35.090923
22824500.0,-35.00593
22874000.0,-34.927864
22923500.0,-34.850743
22973000.0,-34.773684
23022500.0,-34.698549
23072000.0,-34.623942
23121500.0,-34.547863
23171000.0,-34.474835
23220500.0,-34.403183
23270000.0,-34.332676
23319500.0,-34.261931
23369000.0,-34.193377
23418500.0,-34.126087
23468000.0,-34.060214
23517500.0,-33.998744
23567000.0,-33.929964
23616500.0,-33.870311
23666000.0,-33.808569
23715500.0,-33.746278
23765000.0,-33.692279
23814500.0,-33.637566
23864000.0,-33.584279
23913500.0,-33.538409
23963000.0,-33.490852
24012500.0,-33.447271
24062000.0,-33.404626
24111500.0,-33.362894
24161000.0,-33.328712
24210500.0,-33.296672
24260000.0,-33.266542
24309500.0,-33.23633
24359000.0,-33.21387
24408500.0,-33.193262
24458000.0,-33.176567
24507500.0,-33.164316
24557000.0,-33.150886
24606500.0,-33.144195
24656000.0,-33.141379
24705500.0,-33.144313
24755000.0,-33.145065
24804500.0,-33.156556
24854000.0,-33.166818
24903500.0,-33.179307
24953000.0,-33.200869
25002500.0,-33.223276
25052000.0,-33.251853
25101500.0,-33.283114
25151000.0,-33.316972
25200500.0,-33.359135
25250000.0,-33.396457
